number of rooms,security level of the community,residence space,building space,noise level,view,air quality level,exchange rate,price range,house_age,decorate_age,space_ratio,room_space,median_rank_zip code,median_rank_city,mean_rank_zip code,mean_rank_city
3,2.25,1780,16290,2.0,0,4,6.24272486,2,27,27,1.0,445.0,2.0,2.0,1.7666666666666666,1.9136690647482015
4,2.5,2580,5476,2.0,0,3,6.939947197,2,9,9,1.0,516.0,1.0,1.0,1.3492063492063493,1.4444444444444444
4,2.75,2530,7350,1.0,0,5,7.108816086,2,37,37,0.5059288537549407,506.0,1.0,1.0,1.4065934065934067,1.408450704225352
3,1.5,1400,8840,1.0,0,4,6.959122686,2,62,62,1.0,350.0,2.0,2.0,2.2093023255813953,2.4857142857142858
3,1.5,2450,12497,1.0,0,4,6.578544955,2,47,47,1.0,612.5,3.0,3.0,2.727272727272727,2.727272727272727
5,1.75,1940,6654,1.5,0,4,7.426030761,2,61,31,1.0,323.3333333333333,2.0,1.0,2.0185185185185186,1.7058823529411764
5,2.0,2280,19000,1.5,0,3,6.428344667,2,90,3,1.0,380.0,2.0,1.0,2.0185185185185186,1.7058823529411764
3,1.5,2380,14500,1.0,0,4,6.456990503,2,53,13,0.7773109243697479,595.0,2.0,2.0,2.3181818181818183,2.3230769230769233
4,2.5,3200,22651,1.0,0,5,7.063384481,2,44,44,0.503125,640.0,1.0,1.0,1.3492063492063493,1.4444444444444444
3,3.25,1370,913,2.0,0,3,6.891741688,2,8,8,0.8029197080291971,342.5,3.0,2.0,2.9814814814814814,2.4857142857142858
4,3.0,3060,5000,2.0,0,3,6.100858919,2,13,13,1.0,612.0,1.0,1.0,1.5168539325842696,1.2105263157894737
4,2.5,2220,4652,2.0,0,3,7.35890617,2,13,13,1.0,444.0,2.0,2.0,2.4705882352941178,1.9136690647482015
4,2.75,4230,31747,2.0,0,4,7.310868639,2,29,29,1.0,846.0,3.0,3.0,2.7096774193548385,2.8454545454545452
3,2.5,2490,4540,2.5,0,3,6.973717408,2,2,2,1.0,622.5,2.0,2.0,2.4705882352941178,1.9136690647482015
3,1.0,1170,6700,1.0,0,3,6.679633405,2,57,14,1.0,292.5,2.0,2.0,2.2093023255813953,2.4857142857142858
3,2.5,2370,5353,2.0,0,3,6.453600035,2,5,5,1.0,592.5,2.0,2.0,2.0588235294117645,2.0588235294117645
4,2.75,2110,8751,1.0,0,3,7.306495534,2,52,11,0.7156398104265402,422.0,2.0,2.0,2.4375,2.4242424242424243
4,2.5,2250,7526,2.0,0,3,6.972969879,2,25,25,1.0,450.0,2.0,2.0,2.4705882352941178,1.9136690647482015
3,1.5,2120,6290,1.0,0,4,7.409498438,2,65,29,0.5754716981132075,530.0,2.0,2.0,1.7380952380952381,2.4857142857142858
4,2.5,2160,7826,1.0,0,4,7.205645915,2,38,22,0.6435185185185185,432.0,2.0,2.0,1.9651162790697674,2.3529411764705883
4,1.5,1770,5750,2.0,0,3,7.957485321,2,67,2,1.0,354.0,3.0,2.0,2.9814814814814814,2.4857142857142858
2,1.5,1370,1221,2.0,0,3,6.32031676,2,6,6,0.7883211678832117,456.6666666666667,3.0,2.0,2.688888888888889,2.4857142857142858
3,1.5,1530,23660,1.0,0,3,7.274601288,2,62,6,1.0,382.5,2.0,2.0,1.9651162790697674,2.3529411764705883
5,2.75,2830,8925,1.5,0,3,6.22596381,2,47,3,1.0,471.6666666666667,2.0,3.0,2.3195876288659796,2.76878612716763
4,2.5,2550,19017,1.0,0,4,7.027611326,2,53,13,0.5098039215686274,510.0,2.0,2.0,1.9651162790697674,2.3529411764705883
3,2.5,1730,8490,1.0,0,3,7.587703605,2,45,4,0.6994219653179191,432.5,2.0,3.0,2.3195876288659796,2.76878612716763
2,1.75,1240,6417,1.0,0,5,6.83074191,2,90,58,1.0,413.3333333333333,2.0,2.0,2.0933333333333333,2.4857142857142858
3,1.75,1520,11085,1.0,0,3,7.211239215,2,31,5,1.0,380.0,3.0,3.0,3.032258064516129,3.2621951219512195
3,1.75,1440,11787,1.0,0,3,7.28114877,2,31,5,1.0,360.0,3.0,3.0,3.032258064516129,3.2621951219512195
3,3.5,1590,1102,3.0,0,3,6.71080468,3,4,4,1.0,397.5,3.0,2.0,2.725,2.4857142857142858
4,2.75,3030,6625,2.0,0,3,6.180164902,3,3,3,1.0,606.0,2.0,2.0,2.4705882352941178,1.9136690647482015
3,2.0,2330,26571,2.5,0,3,7.951079339,3,27,14,1.0,582.5,4.0,3.0,3.5714285714285716,3.2899159663865545
3,3.0,2410,7479,2.0,2,3,6.394713625,3,72,26,1.0,602.5,2.0,2.0,1.9651162790697674,2.3529411764705883
5,3.0,3640,6930,2.0,0,3,7.908723831,3,10,10,1.0,606.6666666666666,2.0,2.0,1.7173913043478262,1.7173913043478262
4,2.5,2480,16360,1.0,0,5,6.61652358,3,55,55,0.6088709677419355,496.0,2.0,2.0,2.3181818181818183,2.3230769230769233
5,3.0,3690,49709,1.0,2,3,7.726795207,3,54,2,0.7289972899728997,615.0,1.0,1.0,1.510204081632653,1.4807692307692308
4,1.75,1720,6975,1.0,0,3,7.5751588,3,39,39,0.8255813953488372,344.0,3.0,3.0,3.1297709923664123,3.179372197309417
3,2.5,3240,8016,2.0,0,3,6.330280588,3,10,10,0.8981481481481481,810.0,3.0,3.0,2.727272727272727,2.727272727272727
4,2.5,2770,10274,2.0,0,3,6.665751018,3,25,25,1.0,554.0,3.0,3.0,2.9080459770114944,2.893854748603352
6,3.5,3600,6875,2.0,0,3,7.671204952,3,10,10,0.7611111111111111,514.2857142857143,3.0,3.0,2.727272727272727,2.727272727272727
3,2.0,2460,41343,1.0,0,4,6.531105667,3,26,26,1.0,615.0,3.0,3.0,2.8764044943820224,2.893854748603352
3,1.75,2430,5000,2.0,0,4,7.688311934,3,69,69,0.7242798353909465,607.5,3.0,2.0,2.71,2.4857142857142858
3,2.0,1660,3729,1.0,0,5,7.133274141,3,92,58,0.5843373493975904,415.0,3.0,2.0,2.9814814814814814,2.4857142857142858
3,2.5,2480,37843,1.5,3,4,7.114962744,3,40,40,1.0,620.0,2.0,2.0,2.25,2.25
2,1.75,1950,10766,1.0,3,4,6.764135306,3,62,62,0.5948717948717949,650.0,2.0,1.0,2.0185185185185186,1.7058823529411764
4,2.5,2670,11877,2.0,0,3,6.427980262,3,18,18,1.0,534.0,3.0,3.0,3.032258064516129,3.2621951219512195
4,2.5,2150,27540,2.0,0,3,7.677004865,3,17,17,1.0,430.0,3.0,3.0,3.2444444444444445,3.179372197309417
5,3.5,2720,7598,2.0,0,3,7.737550184,3,21,21,0.6838235294117647,453.3333333333333,3.0,2.0,2.9158878504672896,2.4857142857142858
3,2.75,2590,12063,2.0,0,3,6.973308255,3,21,21,1.0,647.5,4.0,3.0,3.323809523809524,3.2899159663865545
3,3.25,3740,136915,2.5,0,3,6.024179857,4,24,5,0.8288770053475936,935.0,2.0,1.0,2.0185185185185186,1.7058823529411764
6,3.0,3110,5000,1.5,0,5,7.581684114,4,93,93,0.5819935691318328,444.2857142857143,3.0,2.0,2.725,2.4857142857142858
4,2.75,2880,4000,1.5,0,3,6.079624752,4,102,14,0.7291666666666666,576.0,2.0,2.0,2.6153846153846154,2.4857142857142858
3,2.5,1980,13964,1.0,0,5,7.526322607,4,55,55,1.0,495.0,4.0,4.0,3.8208955223880596,3.8208955223880596
4,2.5,2660,10800,1.0,0,3,6.610182511,4,59,0,1.0,532.0,4.0,3.0,3.5714285714285716,3.2899159663865545
3,2.75,2850,14800,1.0,0,4,6.416981141,4,38,22,0.6736842105263158,712.5,4.0,3.0,3.323809523809524,3.2899159663865545
4,3.25,3060,3898,2.0,0,3,6.016258932,4,0,0,0.7516339869281046,612.0,3.0,3.0,2.8764044943820224,2.893854748603352
3,1.75,2080,75794,1.0,0,3,7.070351811,4,56,10,1.0,520.0,4.0,3.0,3.324675324675325,2.76878612716763
4,2.5,2990,16809,2.0,0,3,6.212745686,4,24,5,1.0,598.0,3.0,3.0,3.0208333333333335,2.8454545454545452
3,2.75,2600,5875,1.5,2,5,6.195746392,4,85,85,0.6153846153846154,650.0,3.0,2.0,2.9814814814814814,2.4857142857142858
4,2.75,2620,4743,1.0,2,4,7.554386207,4,65,29,0.5,524.0,3.0,2.0,2.71,2.4857142857142858
3,2.0,2270,11989,1.0,0,4,6.419768729,4,46,46,1.0,567.5,4.0,4.0,3.8208955223880596,3.8208955223880596
4,2.5,3060,7140,2.0,0,3,6.79252799,4,8,8,1.0,612.0,3.0,3.0,2.9080459770114944,2.893854748603352
4,2.5,3230,12100,1.0,0,3,7.565559508,4,37,10,0.5789473684210527,646.0,4.0,3.0,3.323809523809524,3.2899159663865545
4,3.5,3370,5000,2.0,2,3,7.052888777,4,6,6,0.7329376854599406,674.0,2.0,2.0,2.0933333333333333,2.4857142857142858
4,3.5,4040,50479,2.0,0,3,7.65250327,4,27,14,1.0,808.0,3.0,3.0,3.0208333333333335,2.8454545454545452
4,3.75,3460,6738,2.0,0,3,7.909174656,4,1,1,1.0,692.0,2.0,2.0,2.4705882352941178,1.9136690647482015
4,3.5,3320,19850,1.0,2,4,6.910153811,4,37,37,0.6144578313253012,664.0,4.0,4.0,3.8208955223880596,3.8208955223880596
4,3.5,3450,7832,2.0,0,3,7.010873633,4,7,7,1.0,690.0,4.0,3.0,3.323809523809524,3.2899159663865545
4,3.5,3990,5267,2.0,0,3,7.705010539,4,6,6,1.0,798.0,4.0,3.0,3.323809523809524,3.2899159663865545
3,3.0,3760,8500,2.5,3,4,7.804935731,4,104,104,0.8138297872340425,940.0,3.0,2.0,2.9814814814814814,2.4857142857142858
4,3.0,4040,20001,1.0,0,3,7.181120675,4,42,13,0.5,808.0,4.0,4.0,3.857142857142857,4.0
4,2.25,3250,16684,2.0,0,3,7.228078452,4,35,0,1.0,650.0,4.0,4.0,4.0,4.0
3,1.0,1060,7473,1.0,0,3,6.327327556,1,55,25,1.0,265.0,1.0,1.0,1.510204081632653,1.4807692307692308
1,1.0,690,1950,1.0,0,3,7.063232268,1,86,60,1.0,345.0,3.0,2.0,2.71,2.4857142857142858
2,1.0,900,3400,1.0,0,5,6.602930338,1,109,109,1.0,300.0,2.0,2.0,1.7380952380952381,2.4857142857142858
2,1.0,1020,8100,1.0,0,3,6.664094975,1,74,18,1.0,340.0,1.0,2.0,1.1551724137931034,2.4857142857142858
3,1.0,970,9583,1.0,0,4,6.887911205,1,47,47,1.0,242.5,1.0,1.0,1.4065934065934067,1.408450704225352
2,1.0,940,5040,1.0,0,3,7.173991575,1,88,11,1.0,313.3333333333333,2.0,2.0,2.0933333333333333,2.4857142857142858
2,1.75,1220,15600,1.0,0,3,7.77901222,1,42,12,1.0,406.6666666666667,1.0,1.0,1.2321428571428572,1.4172185430463575
3,1.0,910,8789,1.0,0,3,6.540638595,1,48,48,1.0,227.5,1.0,2.0,1.4375,2.4857142857142858
2,1.75,1110,1773,2.0,0,3,7.145961273,1,0,0,1.0,370.0,2.0,2.0,1.7380952380952381,2.4857142857142858
3,1.75,1010,9600,1.0,0,5,7.660125941,1,45,45,1.0,252.5,1.0,1.0,1.5168539325842696,1.2105263157894737
4,1.0,1390,18000,1.0,0,3,7.435761337,1,59,1,1.0,278.0,1.0,1.0,1.2380952380952381,1.4444444444444444
3,1.75,1950,8712,1.0,0,3,7.037613479,1,54,2,1.0,487.5,2.0,2.0,1.68,1.9136690647482015
3,1.75,1400,6300,1.0,0,3,6.712543387,1,16,8,1.0,350.0,1.0,1.0,1.4,1.4
1,1.5,1170,1456,2.0,0,3,7.192248081,1,7,7,0.9145299145299145,585.0,2.0,2.0,2.0933333333333333,2.4857142857142858
3,3.0,1670,4440,1.0,0,3,7.247553616,1,0,0,1.0,417.5,1.0,1.0,1.4,1.4
3,2.5,1720,6194,2.0,0,3,6.614623459,1,16,8,1.0,430.0,2.0,1.0,1.7352941176470589,1.4172185430463575
3,2.25,1715,6819,2.0,0,3,7.583374001,1,19,19,1.0,428.75,1.0,1.0,1.4042553191489362,1.408450704225352
3,1.75,1650,12349,1.0,0,3,6.068304487,1,57,14,1.0,412.5,1.0,1.0,1.3,1.2307692307692308
2,1.0,700,4800,1.0,0,3,6.425677753,1,92,6,1.0,233.33333333333334,3.0,2.0,2.688888888888889,2.4857142857142858
2,1.0,720,11400,1.0,0,5,7.304769948,1,63,63,1.0,240.0,2.0,2.0,1.8876404494382022,1.9834710743801653
3,2.5,1630,7950,1.0,0,3,7.089629747,1,29,29,0.8098159509202454,407.5,1.0,1.0,1.5168539325842696,1.4444444444444444
2,1.0,910,8155,1.0,0,4,7.327844217,1,66,66,1.0,303.3333333333333,2.0,2.0,1.9651162790697674,1.9834710743801653
4,2.0,1350,942,3.0,0,3,6.337069481,1,6,6,1.0,270.0,3.0,3.0,2.9080459770114944,2.893854748603352
3,1.5,1590,8911,1.0,0,3,7.220406912,2,58,13,1.0,397.5,2.0,2.0,2.3181818181818183,2.3230769230769233
6,4.0,3120,4240,2.0,2,4,7.389796654,2,21,21,0.6698717948717948,445.7142857142857,2.0,2.0,1.6,2.4857142857142858
4,2.5,2570,4865,2.0,0,3,6.938719716,2,9,9,1.0,514.0,2.0,2.0,1.7173913043478262,1.7173913043478262
5,2.75,2400,8050,2.0,0,3,7.475287125,2,16,8,1.0,400.0,2.0,1.0,1.7352941176470589,1.4172185430463575
4,1.75,2440,7350,1.0,0,3,6.781969772,2,36,36,0.6598360655737705,488.0,1.0,1.0,1.2380952380952381,1.4444444444444444
3,1.75,1780,10409,1.0,0,3,6.935518315,2,33,1,0.7191011235955056,445.0,2.0,2.0,1.7666666666666666,1.9136690647482015
5,1.75,2330,14322,1.0,0,4,7.585394717,2,46,46,0.5064377682403434,388.3333333333333,2.0,2.0,2.4705882352941178,1.9136690647482015
3,1.75,2040,22693,1.0,0,4,6.535302279,2,34,34,1.0,510.0,1.0,1.0,1.5168539325842696,1.4444444444444444
4,2.5,1890,7867,2.0,0,3,7.526591445,2,18,18,1.0,378.0,2.0,2.0,1.7173913043478262,1.7173913043478262
2,2.25,1330,10838,2.0,0,3,7.932760121,2,29,29,1.0,443.3333333333333,2.0,2.0,2.3181818181818183,2.3230769230769233
4,2.5,3000,9793,2.0,0,3,7.257784352,2,12,12,1.0,600.0,2.0,2.0,1.7173913043478262,1.7173913043478262
5,1.0,1170,6757,1.0,0,4,7.820465895,2,70,70,0.6837606837606838,195.0,2.0,2.0,2.2093023255813953,2.4857142857142858
3,2.5,2570,10431,2.0,0,3,7.636089225,2,25,25,1.0,642.5,1.0,1.0,1.3492063492063493,1.4444444444444444
3,2.0,1400,45738,2.0,0,4,7.218082113,2,33,33,1.0,350.0,2.0,2.0,2.25,2.25
3,1.0,2710,19000,2.0,3,4,6.745067844,2,64,31,1.0,677.5,2.0,1.0,2.0185185185185186,1.7058823529411764
3,1.75,2410,8944,1.0,0,4,6.19958191,2,47,47,0.7717842323651453,602.5,2.0,2.0,1.7666666666666666,1.9136690647482015
4,2.25,2300,7700,1.0,0,3,6.946345472,2,55,25,0.6,460.0,2.0,2.0,2.2093023255813953,2.4857142857142858
3,2.5,2432,9391,2.0,2,3,7.975607685,2,9,9,1.0,608.0,1.0,1.0,1.2321428571428572,1.408450704225352
2,1.0,1050,2570,1.0,0,5,7.389536058,2,87,87,0.8095238095238095,350.0,3.0,2.0,2.71,2.4857142857142858
2,1.0,1320,8380,1.0,0,3,6.201539917,2,61,61,1.0,440.0,3.0,2.0,2.86,2.4857142857142858
4,2.75,2300,37533,1.0,3,5,6.258550171,2,35,35,0.6739130434782609,460.0,2.0,2.0,2.25,2.25
4,3.0,2530,10000,2.0,0,3,7.235702844,2,1,1,1.0,506.0,1.0,1.0,1.4375,1.7058823529411764
4,2.5,2110,35091,1.0,0,4,7.508286042,2,29,29,0.6113744075829384,422.0,3.0,3.0,2.8764044943820224,2.893854748603352
4,2.25,2020,8424,1.0,0,4,7.474332845,2,35,35,0.6831683168316832,404.0,2.0,3.0,2.3195876288659796,2.76878612716763
4,2.5,3060,6000,2.0,0,3,7.461360189,2,2,2,1.0,612.0,2.0,2.0,1.7173913043478262,1.7173913043478262
4,2.5,2990,8913,2.0,0,4,7.991398667,2,23,23,1.0,598.0,2.0,2.0,1.7666666666666666,1.9136690647482015
4,3.0,2370,3672,1.5,0,5,6.112871206,2,98,98,0.6962025316455697,474.0,3.0,2.0,2.9158878504672896,2.4857142857142858
2,1.0,1500,3420,1.0,0,3,7.822293976,2,112,112,1.0,500.0,3.0,2.0,2.725,2.4857142857142858
4,2.75,2790,5527,2.0,0,3,7.643408757,2,0,0,1.0,558.0,2.0,2.0,1.8,1.8
3,2.5,2230,5348,2.0,0,3,6.252002873,2,14,14,1.0,557.5,3.0,3.0,2.727272727272727,2.727272727272727
4,1.0,1440,7100,1.5,0,3,7.390595008,3,108,0,1.0,288.0,3.0,2.0,2.8205128205128207,2.4857142857142858
2,1.5,1200,1687,3.0,0,3,7.797841203,3,6,6,1.0,400.0,3.0,2.0,2.725,2.4857142857142858
5,1.75,1890,5000,1.5,0,3,6.84628329,3,108,0,0.5767195767195767,315.0,3.0,2.0,2.8205128205128207,2.4857142857142858
4,1.75,2860,48351,1.0,0,3,6.085967291,3,36,36,0.5979020979020979,572.0,3.0,3.0,3.0208333333333335,2.8454545454545452
4,3.5,4150,16197,2.0,0,3,6.220646576,3,8,8,1.0,830.0,2.0,1.0,1.7352941176470589,1.4172185430463575
4,2.5,2710,6583,2.0,0,3,7.462939148,3,11,11,1.0,542.0,2.0,2.0,2.4705882352941178,1.9136690647482015
3,1.75,1960,6380,1.0,0,4,6.891890145,3,75,25,0.5,490.0,3.0,2.0,2.9158878504672896,2.4857142857142858
3,3.25,2310,3075,2.0,0,3,6.175416464,3,9,9,0.7489177489177489,577.5,3.0,2.0,2.9814814814814814,2.4857142857142858
4,1.75,2420,37800,1.0,0,4,6.608979843,3,33,33,0.7768595041322314,484.0,3.0,3.0,3.2444444444444445,3.179372197309417
4,2.5,2770,63118,2.0,0,3,6.27624935,3,17,17,1.0,554.0,2.0,2.0,2.4375,2.4375
5,2.5,2500,7200,1.0,0,4,6.090843096,3,37,37,0.596,416.6666666666667,3.0,3.0,3.1297709923664123,3.179372197309417
3,2.5,2610,35000,2.0,0,3,7.677318224,3,26,14,1.0,652.5,3.0,3.0,2.7096774193548385,2.8454545454545452
3,2.25,2400,5300,1.5,0,4,7.100080466,3,75,25,0.5208333333333334,600.0,3.0,2.0,2.71,2.4857142857142858
4,2.5,2540,38677,2.0,0,3,7.439138182,3,27,14,1.0,508.0,3.0,3.0,3.2444444444444445,3.179372197309417
4,2.75,3190,10970,2.0,0,3,6.255965442,3,20,20,1.0,638.0,4.0,3.0,3.539473684210526,3.2621951219512195
3,2.5,1660,1545,2.0,2,3,7.257511163,4,12,12,0.8433734939759037,415.0,4.0,2.0,3.5454545454545454,2.4857142857142858
3,2.5,2440,4153,2.0,0,3,7.53863133,4,11,11,1.0,610.0,3.0,3.0,3.1297709923664123,3.179372197309417
3,2.5,3580,54450,1.5,0,3,7.841212747,4,24,5,1.0,895.0,2.0,2.0,1.7173913043478262,1.7173913043478262
3,3.0,2630,4896,2.0,0,3,6.287080568,4,8,8,1.0,657.5,3.0,3.0,3.1297709923664123,3.179372197309417
4,2.25,3190,11597,2.0,0,3,6.576910326,4,30,30,0.7210031347962382,638.0,3.0,3.0,3.032258064516129,3.2621951219512195
5,2.5,3260,24300,1.5,1,4,7.876682678,4,64,31,0.7085889570552147,543.3333333333334,2.0,2.0,1.9651162790697674,2.3529411764705883
4,2.75,3610,8580,2.0,0,3,7.723553868,4,0,0,1.0,722.0,4.0,3.0,3.324675324675325,2.76878612716763
4,4.25,4390,13833,2.0,3,3,7.454507549,4,11,11,0.7562642369020501,878.0,3.0,3.0,2.9080459770114944,2.893854748603352
5,2.75,3650,13297,2.0,0,5,7.735707689,4,45,45,0.7534246575342466,608.3333333333334,4.0,4.0,3.8208955223880596,3.8208955223880596
4,3.0,3900,9750,1.0,4,5,7.673852221,4,42,42,0.6461538461538462,780.0,4.0,3.0,3.323809523809524,3.2899159663865545
4,4.5,6640,53330,2.0,0,3,7.513990587,4,21,21,1.0,1328.0,3.0,3.0,3.0208333333333335,2.8454545454545452
2,1.75,1910,3376,2.0,0,3,6.996320292,1,34,34,1.0,636.6666666666666,2.0,2.0,1.7173913043478262,1.7173913043478262
3,1.0,1040,8128,1.0,0,3,7.673469361,1,31,5,1.0,260.0,2.0,2.0,2.0588235294117645,2.0588235294117645
4,1.0,1370,8499,1.0,0,3,7.031633187,2,65,16,1.0,274.0,2.0,2.0,1.9651162790697674,1.9834710743801653
3,1.75,1700,17355,1.0,0,3,6.414529962,2,36,36,0.7058823529411765,425.0,2.0,2.0,1.7173913043478262,1.7173913043478262
3,1.0,1200,9087,1.0,0,5,6.081360323,2,45,45,1.0,300.0,2.0,3.0,2.0123456790123457,3.090909090909091
3,1.5,1500,5000,1.5,0,4,6.876642687,2,87,87,0.76,375.0,3.0,2.0,2.71,2.4857142857142858
3,2.5,1700,9100,1.0,0,3,6.728195523,2,16,8,0.6823529411764706,425.0,2.0,2.0,2.0933333333333333,2.4857142857142858
5,2.5,2670,16777,1.5,0,4,6.850757182,3,94,94,0.6067415730337079,445.0,2.0,2.0,2.2093023255813953,2.4857142857142858
4,2.5,3130,40918,2.0,0,3,7.945427618,3,20,20,1.0,626.0,2.0,2.0,1.8,1.8
4,2.5,2190,11500,1.0,0,4,7.535740265,3,42,42,0.6529680365296804,438.0,4.0,3.0,3.323809523809524,3.2899159663865545
3,1.0,1800,7650,1.0,0,5,6.598481575,1,57,57,1.0,450.0,2.0,2.0,2.0123456790123457,1.9136690647482015
5,2.75,2130,6222,1.0,0,3,7.376047911,2,23,23,0.6103286384976526,355.0,2.0,2.0,2.116883116883117,2.4857142857142858
3,2.0,1610,15005,1.0,0,4,7.201002668,2,28,28,1.0,402.5,2.0,2.0,2.4375,2.4375
3,3.5,1360,1275,2.0,0,3,6.920445766,2,7,7,0.9117647058823529,340.0,2.0,2.0,2.6153846153846154,2.4857142857142858
4,2.75,2950,15540,1.0,0,4,6.278938622,2,40,40,0.7186440677966102,590.0,1.0,1.0,1.5168539325842696,1.4444444444444444
3,2.25,2120,54014,2.0,0,4,7.963331737,4,50,50,1.0,530.0,4.0,3.0,3.5714285714285716,3.2899159663865545
2,1.0,930,7623,1.0,0,2,6.601592657,1,72,72,1.0,310.0,2.0,1.0,2.0185185185185186,1.7058823529411764
2,1.0,1200,24792,2.0,0,2,7.662664827,1,38,38,1.0,400.0,3.0,3.0,3.2444444444444445,3.179372197309417
2,1.0,900,28800,1.0,0,1,6.116533058,1,86,86,1.0,300.0,3.0,3.0,2.727272727272727,2.727272727272727
2,1.5,1068,1758,2.0,0,3,7.759016889,1,24,5,1.0,356.0,2.0,2.0,2.3181818181818183,2.3230769230769233
3,2.75,1300,14197,1.0,0,3,7.334418444,1,18,18,0.6615384615384615,325.0,1.0,1.0,1.3055555555555556,1.4444444444444444
3,2.0,1440,9220,1.0,0,3,7.417149475,1,49,21,1.0,360.0,1.0,1.0,1.510204081632653,1.4807692307692308
2,1.0,1320,9967,1.0,0,3,6.169592744,1,95,13,0.7121212121212122,440.0,2.0,2.0,1.7380952380952381,2.4857142857142858
3,1.75,1410,8100,2.0,0,3,6.233222075,1,29,29,1.0,352.5,2.0,2.0,1.7173913043478262,1.7173913043478262
2,2.0,1860,10856,1.0,0,3,7.711141452,1,62,6,0.6774193548387096,620.0,1.0,2.0,1.3555555555555556,2.4857142857142858
3,2.5,1760,8584,1.5,0,5,6.895669648,1,77,77,1.0,440.0,1.0,1.0,1.4375,1.7058823529411764
2,1.0,960,8153,1.0,0,3,6.49480833,2,67,2,1.0,320.0,2.0,2.0,1.9651162790697674,1.9834710743801653
3,1.0,1010,8800,1.0,0,4,6.38870195,2,60,35,1.0,252.5,2.0,2.0,2.116883116883117,2.4857142857142858
3,2.25,2310,7200,2.0,0,3,7.422249469,2,24,5,1.0,577.5,1.0,1.0,1.3492063492063493,1.4444444444444444
4,2.5,2340,11784,2.0,0,3,6.578893878,2,17,17,1.0,468.0,1.0,1.0,1.5168539325842696,1.4444444444444444
4,2.5,2230,5970,2.0,0,4,6.609190343,2,12,12,1.0,446.0,1.0,1.0,1.5168539325842696,1.2105263157894737
4,2.5,2280,5000,2.0,0,3,6.809875657,2,8,8,1.0,456.0,2.0,2.0,1.7173913043478262,1.7173913043478262
2,1.0,970,5750,1.0,0,4,7.459582587,2,82,56,1.0,323.3333333333333,2.0,2.0,2.0933333333333333,2.4857142857142858
3,1.0,960,8855,1.0,0,4,7.61511032,2,56,42,1.0,240.0,2.0,2.0,1.9651162790697674,1.9834710743801653
4,2.75,2140,10316,2.0,0,3,7.077960856,2,21,21,1.0,428.0,1.0,1.0,1.2321428571428572,1.4172185430463575
3,1.0,1320,7341,1.0,0,3,7.563252526,2,32,32,1.0,330.0,2.0,2.0,1.9651162790697674,1.9834710743801653
4,2.5,2700,6998,2.0,0,3,6.432705887,2,13,13,1.0,540.0,1.0,1.0,1.1551724137931034,1.173913043478261
3,1.75,1300,7030,1.0,0,3,7.102127268,2,46,17,1.0,325.0,2.0,3.0,2.3195876288659796,2.76878612716763
4,2.5,2570,7859,2.0,0,3,7.617610673,2,22,22,1.0,514.0,2.0,2.0,1.7173913043478262,1.7173913043478262
2,1.0,870,5750,1.0,0,4,7.799437057,2,67,26,1.0,290.0,3.0,2.0,2.9814814814814814,2.4857142857142858
5,3.25,2820,6589,1.5,0,3,6.400094929,2,108,0,0.8226950354609929,470.0,2.0,2.0,2.116883116883117,2.4857142857142858
2,1.75,1510,4980,1.0,0,3,7.074120441,2,8,8,1.0,503.3333333333333,3.0,3.0,3.2444444444444445,3.179372197309417
2,2.0,1090,934,3.0,0,3,6.989692984,2,6,6,1.0,363.3333333333333,4.0,2.0,3.5454545454545454,2.4857142857142858
3,2.25,1370,1524,3.0,0,3,7.415163352,2,9,9,1.0,342.5,3.0,2.0,2.725,2.4857142857142858
4,2.0,1880,3840,1.0,0,3,6.467162671,2,110,110,0.5159574468085106,376.0,2.0,2.0,2.6153846153846154,2.4857142857142858
4,2.5,2290,11173,2.0,0,4,6.013342272,2,26,26,1.0,458.0,2.0,2.0,1.7666666666666666,1.9136690647482015
3,2.5,3180,7904,1.0,0,3,7.444284887,2,8,8,0.5691823899371069,795.0,2.0,2.0,2.0123456790123457,1.9136690647482015
4,2.25,2070,39446,1.0,0,3,6.048444773,2,37,10,0.7101449275362319,414.0,2.0,2.0,1.9651162790697674,2.3529411764705883
4,2.5,2960,6031,2.0,0,3,6.541904085,2,9,9,1.0,592.0,2.0,2.0,1.7173913043478262,1.7173913043478262
3,2.5,1220,1330,2.0,0,3,7.87395626,2,6,6,0.8278688524590164,305.0,3.0,2.0,2.71,2.4857142857142858
3,1.75,3600,8666,2.0,0,4,6.594135857,2,66,66,0.6666666666666666,900.0,4.0,3.0,3.324675324675325,2.76878612716763
4,3.0,2440,9664,2.0,0,3,7.329177772,2,33,1,0.7745901639344263,488.0,2.0,2.0,2.3181818181818183,2.3230769230769233
4,3.0,2330,3497,2.0,0,3,6.145155844,2,11,11,0.8240343347639485,466.0,2.0,2.0,1.7380952380952381,2.4857142857142858
3,2.25,1470,4322,2.0,0,3,7.631130906,2,29,29,1.0,367.5,3.0,3.0,2.9080459770114944,2.893854748603352
3,2.25,2090,10733,1.0,0,3,6.259282332,2,56,10,0.6889952153110048,522.5,3.0,2.0,2.9158878504672896,2.4857142857142858
4,1.75,2120,9786,1.0,0,3,7.075062643,2,47,3,0.7735849056603774,424.0,3.0,2.0,2.86,1.9834710743801653
4,3.0,3720,15048,3.0,0,3,7.169289904,3,35,0,1.0,744.0,2.0,2.0,2.4705882352941178,1.9136690647482015
